data,id_regiao_administrativa,subcategoria,total_chamados
2023-07-23,RA_8,Saúde (PIC),3
2023-07-23,RA_8,Iluminação Pública,1
2023-07-23,RA_8,Transportes,2
2023-07-23,RA_9,Conservação e Limpeza,2
2023-07-23,RA_9,Saúde (PIC),1
2023-07-23,RA_9,Iluminação Pública,2
2023-07-23,RA_9,Transportes,2
2023-07-23,RA_10,Conservação e Limpeza,2
2023-07-23,RA_10,Saúde (PIC),3
2023-07-23,RA_10,Iluminação Pública,2
2023-07-23,RA_10,Transportes,1
2023-07-23,RA_11,Conservação e Limpeza,2
2023-07-23,RA_11,Saúde (PIC),3
2023-07-23,RA_11,Iluminação Pública,4
2023-07-23,RA_11,Transportes,1
2023-07-23,RA_12,Conservação e Limpeza,2
2023-07-23,RA_12,Saúde (PIC),4
2023-07-23,RA_12,Iluminação Pública,3
2023-07-23,RA_12,Transportes,1
2023-07-23,RA_13,Conservação e Limpeza,5
2023-07-23,RA_13,Saúde (PIC),3
2023-07-23,RA_13,Iluminação Pública,3
2023-07-23,RA_13,Transportes,1
2023-07-23,RA_14,Conservação e Limpeza,3
2023-07-23,RA_14,Saúde (PIC),1
2023-07-23,RA_14,Iluminação Pública,1
2023-07-23,RA_14,Transportes,3
2023-07-23,RA_15,Conservação e Limpeza,1
2023-07-23,RA_15,Saúde (PIC),5
2023-07-23,RA_15,Iluminação Pública,2
2023-07-23,RA_15,Transportes,3
2023-07-23,RA_16,Conservação e Limpeza,2
2023-07-23,RA_16,Saúde (PIC),1
2023-07-23,RA_16,Iluminação Pública,3
2023-07-23,RA_16,Transportes,1
2023-07-23,RA_17,Conservação e Limpeza,2
2023-07-23,RA_17,Saúde (PIC),4
2023-07-23,RA_17,Iluminação Pública,2
2023-07-23,RA_17,Transportes,2
2023-07-23,RA_18,Conservação e Limpeza,1
2023-07-23,RA_18,Saúde (PIC),3
2023-07-23,RA_18,Iluminação Pública,3
2023-07-23,RA_18,Transportes,1
2023-07-23,RA_19,Conservação e Limpeza,8
2023-07-23,RA_19,Saúde (PIC),4
2023-07-23,RA_19,Iluminação Pública,2
2023-07-23,RA_19,Transportes,2
2023-07-23,RA_20,Conservação e Limpeza,4
2023-07-23,RA_20,Saúde (PIC),2
2023-07-23,RA_20,Iluminação Pública,1
2023-07-23,RA_20,Transportes,4
2023-07-23,RA_21,Conservação e Limpeza,6
2023-07-23,RA_21,Saúde (PIC),3
2023-07-23,RA_21,Iluminação Pública,1
2023-07-23,RA_21,Transportes,2
2023-07-23,RA_22,Conservação e Limpeza,4
2023-07-23,RA_22,Saúde (PIC),6
2023-07-23,RA_22,Iluminação Pública,2
2023-07-23,RA_22,Transportes,2
2023-07-23,RA_23,Conservação e Limpeza,2
2023-07-23,RA_23,Saúde (PIC),7
2023-07-23,RA_23,Iluminação Pública,7
2023-07-23,RA_23,Transportes,8
2023-07-23,RA_24,Conservação e Limpeza,5
2023-07-23,RA_24,Saúde (PIC),1
2023-07-23,RA_24,Iluminação Pública,7
2023-07-23,RA_24,Transportes,5
2023-07-23,RA_25,Conservação e Limpeza,3
2023-07-23,RA_25,Saúde (PIC),4
2023-07-23,RA_25,Iluminação Pública,3
2023-07-23,RA_25,Transportes,5
2023-07-23,RA_26,Conservação e Limpeza,2
2023-07-23,RA_26,Saúde (PIC),4
2023-07-23,RA_26,Iluminação Pública,3
2023-07-23,RA_26,Transportes,5
2023-07-23,RA_27,Conservação e Limpeza,1
2023-07-23,RA_27,Saúde (PIC),5
2023-07-23,RA_27,Iluminação Pública,3
2023-07-23,RA_27,Transportes,1
2023-07-23,RA_28,Conservação e Limpeza,5
2023-07-23,RA_28,Saúde (PIC),2
2023-07-23,RA_28,Iluminação Pública,3
2023-07-23,RA_28,Transportes,2
2023-07-23,RA_29,Conservação e Limpeza,3
2023-07-23,RA_29,Saúde (PIC),3
2023-07-23,RA_29,Iluminação Pública,3
2023-07-23,RA_29,Transportes,5
2023-07-23,RA_30,Conservação e Limpeza,4
2023-07-23,RA_30,Saúde (PIC),0
2023-07-23,RA_30,Iluminação Pública,2
2023-07-23,RA_30,Transportes,5
2023-07-23,RA_31,Conservação e Limpeza,6
2023-07-23,RA_31,Saúde (PIC),6
2023-07-23,RA_31,Iluminação Pública,5
2023-07-23,RA_31,Transportes,5
2023-07-23,RA_32,Conservação e Limpeza,1
2023-07-23,RA_32,Saúde (PIC),3
2023-07-23,RA_32,Iluminação Pública,2
2023-07-23,RA_32,Transportes,4
2023-07-23,RA_33,Conservação e Limpeza,4
2023-07-23,RA_33,Saúde (PIC),6
2023-07-23,RA_33,Iluminação Pública,5
2023-07-23,RA_33,Transportes,5
2023-07-24,RA_1,Conservação e Limpeza,4
2023-07-24,RA_1,Saúde (PIC),3
2023-07-24,RA_1,Iluminação Pública,3
2023-07-24,RA_1,Transportes,2
2023-07-24,RA_2,Conservação e Limpeza,8
2023-07-24,RA_2,Saúde (PIC),3
2023-07-24,RA_2,Iluminação Pública,4
2023-07-24,RA_2,Transportes,10
2023-07-24,RA_3,Conservação e Limpeza,2
2023-07-24,RA_3,Saúde (PIC),4
2023-07-24,RA_3,Iluminação Pública,3
2023-07-24,RA_3,Transportes,4
2023-07-24,RA_4,Conservação e Limpeza,2
2023-07-24,RA_4,Saúde (PIC),5
2023-07-24,RA_4,Iluminação Pública,4
2023-07-24,RA_4,Transportes,3
2023-07-24,RA_5,Conservação e Limpeza,4
2023-07-24,RA_5,Saúde (PIC),3
2023-07-24,RA_5,Iluminação Pública,3
2023-07-24,RA_5,Transportes,2
2023-07-24,RA_6,Conservação e Limpeza,7
2023-07-24,RA_6,Saúde (PIC),5
2023-07-24,RA_6,Iluminação Pública,6
2023-07-24,RA_6,Transportes,3
2023-07-24,RA_7,Conservação e Limpeza,5
2023-07-24,RA_7,Saúde (PIC),3
2023-07-24,RA_7,Iluminação Pública,1
2023-07-24,RA_7,Transportes,5
2023-07-24,RA_8,Conservação e Limpeza,1
2023-07-24,RA_8,Saúde (PIC),5
2023-07-24,RA_8,Iluminação Pública,7
2023-07-24,RA_8,Transportes,2
2023-07-24,RA_9,Conservação e Limpeza,6
2023-07-24,RA_9,Saúde (PIC),1
2023-07-24,RA_9,Iluminação Pública,1
2023-07-24,RA_9,Transportes,4
2023-07-24,RA_10,Conservação e Limpeza,6
2023-07-24,RA_10,Saúde (PIC),5
2023-07-24,RA_10,Iluminação Pública,3
2023-07-24,RA_10,Transportes,5
2023-07-24,RA_11,Conservação e Limpeza,3
2023-07-24,RA_11,Saúde (PIC),4
2023-07-24,RA_11,Iluminação Pública,4
2023-07-24,RA_11,Transportes,5
2023-07-24,RA_12,Conservação e Limpeza,8
2023-07-24,RA_12,Saúde (PIC),3
2023-07-24,RA_12,Iluminação Pública,2
2023-07-24,RA_12,Transportes,4
2023-07-24,RA_13,Conservação e Limpeza,6
2023-07-24,RA_13,Saúde (PIC),3
2023-07-24,RA_13,Iluminação Pública,3
2023-07-24,RA_13,Transportes,6
2023-07-24,RA_14,Conservação e Limpeza,2
2023-07-24,RA_14,Saúde (PIC),2
2023-07-24,RA_14,Iluminação Pública,6
2023-07-24,RA_14,Transportes,2
2023-07-24,RA_15,Conservação e Limpeza,2
2023-07-24,RA_15,Saúde (PIC),6
2023-07-24,RA_15,Iluminação Pública,12
2023-07-24,RA_15,Transportes,7
2023-07-24,RA_16,Conservação e Limpeza,2
2023-07-24,RA_16,Saúde (PIC),6
2023-07-24,RA_16,Iluminação Pública,5
2023-07-24,RA_16,Transportes,4
2023-07-24,RA_17,Conservação e Limpeza,4
2023-07-24,RA_17,Saúde (PIC),5
2023-07-24,RA_17,Iluminação Pública,6
2023-07-24,RA_17,Transportes,8
2023-07-24,RA_18,Conservação e Limpeza,4
2023-07-24,RA_18,Saúde (PIC),2
2023-07-24,RA_18,Iluminação Pública,5
2023-07-24,RA_18,Transportes,5
2023-07-24,RA_19,Conservação e Limpeza,4
2023-07-24,RA_19,Saúde (PIC),6
2023-07-24,RA_19,Iluminação Pública,6
2023-07-24,RA_19,Transportes,3
2023-07-24,RA_20,Conservação e Limpeza,1
2023-07-24,RA_20,Saúde (PIC),6
2023-07-24,RA_20,Iluminação Pública,7
2023-07-24,RA_20,Transportes,7
2023-07-24,RA_21,Conservação e Limpeza,5
2023-07-24,RA_21,Saúde (PIC),7
2023-07-24,RA_21,Iluminação Pública,5
2023-07-24,RA_21,Transportes,5
2023-07-24,RA_22,Conservação e Limpeza,4
2023-07-24,RA_22,Saúde (PIC),7
2023-07-24,RA_22,Iluminação Pública,3
2023-07-24,RA_22,Transportes,5
2023-07-24,RA_23,Conservação e Limpeza,5
2023-07-24,RA_23,Saúde (PIC),3
2023-07-24,RA_23,Iluminação Pública,3
2023-07-24,RA_23,Transportes,6
2023-07-24,RA_24,Conservação e Limpeza,3
2023-07-24,RA_24,Saúde (PIC),10
2023-07-24,RA_24,Iluminação Pública,6
2023-07-24,RA_24,Transportes,8
2023-07-24,RA_25,Conservação e Limpeza,4
2023-07-24,RA_25,Saúde (PIC),2
2023-07-24,RA_25,Iluminação Pública,3
2023-07-24,RA_25,Transportes,4
2023-07-24,RA_26,Conservação e Limpeza,8
2023-07-24,RA_26,Saúde (PIC),5
2023-07-24,RA_26,Iluminação Pública,5
2023-07-24,RA_26,Transportes,7
2023-07-24,RA_27,Conservação e Limpeza,5
2023-07-24,RA_27,Saúde (PIC),4
2023-07-24,RA_27,Iluminação Pública,7
2023-07-24,RA_27,Transportes,6
2023-07-24,RA_28,Conservação e Limpeza,9
2023-07-24,RA_28,Saúde (PIC),12
2023-07-24,RA_28,Iluminação Pública,4
2023-07-24,RA_28,Transportes,9
2023-07-24,RA_29,Conservação e Limpeza,3
2023-07-24,RA_29,Saúde (PIC),9
2023-07-24,RA_29,Iluminação Pública,5
2023-07-24,RA_29,Transportes,8
2023-07-24,RA_30,Conservação e Limpeza,1
2023-07-24,RA_30,Saúde (PIC),5
2023-07-24,RA_30,Iluminação Pública,9
2023-07-24,RA_30,Transportes,7
2023-07-24,RA_31,Conservação e Limpeza,3
2023-07-24,RA_31,Saúde (PIC),4
2023-07-24,RA_31,Iluminação Pública,3
2023-07-24,RA_31,Transportes,7
2023-07-24,RA_32,Conservação e Limpeza,7
2023-07-24,RA_32,Saúde (PIC),5
2023-07-24,RA_32,Iluminação Pública,10
2023-07-24,RA_32,Transportes,11
2023-07-24,RA_33,Conservação e Limpeza,6
2023-07-24,RA_33,Saúde (PIC),3
2023-07-24,RA_33,Iluminação Pública,7
2023-07-24,RA_33,Transportes,4
2023-07-25,RA_1,Conservação e Limpeza,3
2023-07-25,RA_1,Saúde (PIC),5
2023-07-25,RA_1,Iluminação Pública,4
2023-07-25,RA_1,Transportes,3
2023-07-25,RA_2,Conservação e Limpeza,5
2023-07-25,RA_2,Saúde (PIC),4
2023-07-25,RA_2,Iluminação Pública,2
2023-07-25,RA_2,Transportes,4
2023-07-25,RA_3,Conservação e Limpeza,7
2023-07-25,RA_3,Saúde (PIC),2
2023-07-25,RA_3,Iluminação Pública,4
2023-07-25,RA_3,Transportes,4
2023-07-25,RA_4,Conservação e Limpeza,4
2023-07-25,RA_4,Saúde (PIC),5
2023-07-25,RA_4,Iluminação Pública,9
2023-07-25,RA_4,Transportes,3
2023-07-25,RA_5,Conservação e Limpeza,6
2023-07-25,RA_5,Saúde (PIC),5
2023-07-25,RA_5,Iluminação Pública,3
2023-07-25,RA_5,Transportes,6
2023-07-25,RA_6,Conservação e Limpeza,5
2023-07-25,RA_6,Saúde (PIC),1
2023-07-25,RA_6,Iluminação Pública,10
2023-07-25,RA_6,Transportes,6
2023-07-25,RA_7,Conservação e Limpeza,3
2023-07-25,RA_7,Saúde (PIC),6
2023-07-25,RA_7,Iluminação Pública,3
2023-07-25,RA_7,Transportes,6
2023-07-25,RA_8,Conservação e Limpeza,5
2023-07-25,RA_8,Saúde (PIC),2
2023-07-25,RA_8,Iluminação Pública,5
2023-07-25,RA_8,Transportes,2
2023-07-25,RA_9,Conservação e Limpeza,5
2023-07-25,RA_9,Saúde (PIC),4
2023-07-25,RA_9,Iluminação Pública,5
2023-07-25,RA_9,Transportes,4
2023-07-25,RA_10,Conservação e Limpeza,7
2023-07-25,RA_10,Saúde (PIC),6
2023-07-25,RA_10,Iluminação Pública,4
2023-07-25,RA_10,Transportes,8
2023-07-25,RA_11,Conservação e Limpeza,3
2023-07-25,RA_11,Saúde (PIC),11
2023-07-25,RA_11,Iluminação Pública,4
2023-07-25,RA_11,Transportes,5
2023-07-25,RA_12,Conservação e Limpeza,3
2023-07-25,RA_12,Saúde (PIC),2
2023-07-25,RA_12,Iluminação Pública,6
2023-07-25,RA_12,Transportes,2
2023-07-25,RA_13,Conservação e Limpeza,3
2023-07-25,RA_13,Saúde (PIC),6
2023-07-25,RA_13,Iluminação Pública,6
2023-07-25,RA_13,Transportes,7
2023-07-25,RA_14,Conservação e Limpeza,5
2023-07-25,RA_14,Saúde (PIC),8
2023-07-25,RA_14,Iluminação Pública,3
2023-07-25,RA_14,Transportes,3
2023-07-25,RA_15,Conservação e Limpeza,7
2023-07-25,RA_15,Saúde (PIC),6
2023-07-25,RA_15,Iluminação Pública,4
2023-07-25,RA_15,Transportes,4
2023-07-25,RA_16,Conservação e Limpeza,8
2023-07-25,RA_16,Saúde (PIC),5
2023-07-25,RA_16,Iluminação Pública,4
2023-07-25,RA_16,Transportes,6
2023-07-25,RA_17,Conservação e Limpeza,7
2023-07-25,RA_17,Saúde (PIC),3
2023-07-25,RA_17,Iluminação Pública,2
2023-07-25,RA_17,Transportes,4
2023-07-25,RA_18,Conservação e Limpeza,2
2023-07-25,RA_18,Saúde (PIC),6
2023-07-25,RA_18,Iluminação Pública,6
2023-07-25,RA_18,Transportes,6
2023-07-25,RA_19,Conservação e Limpeza,8
2023-07-25,RA_19,Saúde (PIC),5
2023-07-25,RA_19,Iluminação Pública,5
2023-07-25,RA_19,Transportes,9
2023-07-25,RA_20,Conservação e Limpeza,4
2023-07-25,RA_20,Saúde (PIC),4
2023-07-25,RA_20,Iluminação Pública,8
2023-07-25,RA_20,Transportes,3
2023-07-25,RA_21,Conservação e Limpeza,5
2023-07-25,RA_21,Saúde (PIC),3
2023-07-25,RA_21,Iluminação Pública,6
2023-07-25,RA_21,Transportes,5
2023-07-25,RA_22,Conservação e Limpeza,3
2023-07-25,RA_22,Saúde (PIC),6
2023-07-25,RA_22,Iluminação Pública,3
2023-07-25,RA_22,Transportes,6
2023-07-25,RA_23,Conservação e Limpeza,7
2023-07-25,RA_23,Saúde (PIC),7
2023-07-25,RA_23,Iluminação Pública,3
2023-07-25,RA_23,Transportes,3
2023-07-25,RA_24,Conservação e Limpeza,7
2023-07-25,RA_24,Saúde (PIC),6
2023-07-25,RA_24,Iluminação Pública,4
2023-07-25,RA_24,Transportes,6
2023-07-25,RA_25,Conservação e Limpeza,5
2023-07-25,RA_25,Saúde (PIC),8
2023-07-25,RA_25,Iluminação Pública,5
2023-07-25,RA_25,Transportes,3
2023-07-25,RA_26,Conservação e Limpeza,12
2023-07-25,RA_26,Saúde (PIC),10
2023-07-25,RA_26,Iluminação Pública,7
2023-07-25,RA_26,Transportes,4
2023-07-25,RA_27,Conservação e Limpeza,7
2023-07-25,RA_27,Saúde (PIC),2
2023-07-25,RA_27,Iluminação Pública,5
2023-07-25,RA_27,Transportes,6
2023-07-25,RA_28,Conservação e Limpeza,3
2023-07-25,RA_28,Saúde (PIC),7
2023-07-25,RA_28,Iluminação Pública,9
2023-07-25,RA_28,Transportes,11
2023-07-25,RA_29,Conservação e Limpeza,3
2023-07-25,RA_29,Saúde (PIC),4
2023-07-25,RA_29,Iluminação Pública,10
2023-07-25,RA_29,Transportes,5
2023-07-25,RA_30,Conservação e Limpeza,4
2023-07-25,RA_30,Saúde (PIC),3
2023-07-25,RA_30,Iluminação Pública,3
2023-07-25,RA_30,Transportes,7
2023-07-25,RA_31,Conservação e Limpeza,6
2023-07-25,RA_31,Saúde (PIC),11
2023-07-25,RA_31,Iluminação Pública,7
2023-07-25,RA_31,Transportes,4
2023-07-25,RA_32,Conservação e Limpeza,8
2023-07-25,RA_32,Saúde (PIC),5
2023-07-25,RA_32,Iluminação Pública,6
2023-07-25,RA_32,Transportes,9
2023-07-25,RA_33,Conservação e Limpeza,8
2023-07-25,RA_33,Saúde (PIC),7
2023-07-25,RA_33,Iluminação Pública,9
2023-07-25,RA_33,Transportes,10
2023-07-26,RA_1,Conservação e Limpeza,5
2023-07-26,RA_1,Saúde (PIC),2
2023-07-26,RA_1,Iluminação Pública,5
2023-07-26,RA_1,Transportes,1
2023-07-26,RA_2,Conservação e Limpeza,1
2023-07-26,RA_2,Saúde (PIC),2
2023-07-26,RA_2,Iluminação Pública,4
2023-07-26,RA_2,Transportes,3
2023-07-26,RA_3,Conservação e Limpeza,4
2023-07-26,RA_3,Saúde (PIC),6
2023-07-26,RA_3,Iluminação Pública,2
2023-07-26,RA_3,Transportes,4
2023-07-26,RA_4,Conservação e Limpeza,4
2023-07-26,RA_4,Saúde (PIC),1
2023-07-26,RA_4,Iluminação Pública,5
2023-07-26,RA_4,Transportes,4
2023-07-26,RA_5,Conservação e Limpeza,3
2023-07-26,RA_5,Saúde (PIC),6
2023-07-26,RA_5,Iluminação Pública,1
2023-07-26,RA_5,Transportes,2
2023-07-26,RA_6,Conservação e Limpeza,5
2023-07-26,RA_6,Saúde (PIC),3
2023-07-26,RA_6,Iluminação Pública,5
2023-07-26,RA_6,Transportes,9
2023-07-26,RA_7,Conservação e Limpeza,4
2023-07-26,RA_7,Saúde (PIC),1
2023-07-26,RA_7,Iluminação Pública,3
2023-07-26,RA_7,Transportes,1
2023-07-26,RA_8,Conservação e Limpeza,6
2023-07-26,RA_8,Saúde (PIC),8
2023-07-26,RA_8,Iluminação Pública,6
2023-07-26,RA_8,Transportes,2
2023-07-26,RA_9,Conservação e Limpeza,7
2023-07-26,RA_9,Saúde (PIC),7
2023-07-26,RA_9,Iluminação Pública,4
2023-07-26,RA_9,Transportes,6
2023-07-26,RA_10,Conservação e Limpeza,3
2023-07-26,RA_10,Saúde (PIC),5
2023-07-26,RA_10,Iluminação Pública,6
2023-07-26,RA_10,Transportes,3
2023-07-26,RA_11,Conservação e Limpeza,3
2023-07-26,RA_11,Saúde (PIC),6
2023-07-26,RA_11,Iluminação Pública,8
2023-07-26,RA_11,Transportes,2
2023-07-26,RA_12,Conservação e Limpeza,4
2023-07-26,RA_12,Saúde (PIC),4
2023-07-26,RA_12,Iluminação Pública,2
2023-07-26,RA_12,Transportes,4
2023-07-26,RA_13,Conservação e Limpeza,2
2023-07-26,RA_13,Saúde (PIC),8
2023-07-26,RA_13,Iluminação Pública,4
2023-07-26,RA_13,Transportes,3
2023-07-26,RA_14,Conservação e Limpeza,2
2023-07-26,RA_14,Saúde (PIC),4
2023-07-26,RA_14,Iluminação Pública,4
2023-07-26,RA_14,Transportes,4
2023-07-26,RA_15,Conservação e Limpeza,6
2023-07-26,RA_15,Saúde (PIC),7
2023-07-26,RA_15,Iluminação Pública,7
2023-07-26,RA_15,Transportes,4
2023-07-26,RA_16,Conservação e Limpeza,6
2023-07-26,RA_16,Saúde (PIC),6
2023-07-26,RA_16,Iluminação Pública,8
2023-07-26,RA_16,Transportes,7
2023-07-26,RA_17,Conservação e Limpeza,4
2023-07-26,RA_17,Saúde (PIC),7
2023-07-26,RA_17,Iluminação Pública,3
2023-07-26,RA_17,Transportes,3
2023-07-26,RA_18,Conservação e Limpeza,0
2023-07-26,RA_18,Saúde (PIC),2
2023-07-26,RA_18,Iluminação Pública,1
2023-07-26,RA_18,Transportes,6
2023-07-26,RA_19,Conservação e Limpeza,10
2023-07-26,RA_19,Saúde (PIC),6
2023-07-26,RA_19,Iluminação Pública,5
2023-07-26,RA_19,Transportes,3
2023-07-26,RA_20,Conservação e Limpeza,5
2023-07-26,RA_20,Saúde (PIC),3
2023-07-26,RA_20,Iluminação Pública,6
2023-07-26,RA_20,Transportes,8
2023-07-26,RA_21,Conservação e Limpeza,0
2023-07-26,RA_21,Saúde (PIC),5
2023-07-26,RA_21,Iluminação Pública,4
2023-07-26,RA_21,Transportes,5
2023-07-26,RA_22,Conservação e Limpeza,8
2023-07-26,RA_22,Saúde (PIC),5
2023-07-26,RA_22,Iluminação Pública,6
2023-07-26,RA_22,Transportes,5
2023-07-26,RA_23,Conservação e Limpeza,3
2023-07-26,RA_23,Saúde (PIC),6
2023-07-26,RA_23,Iluminação Pública,8
2023-07-26,RA_23,Transportes,5
2023-07-26,RA_24,Conservação e Limpeza,10
2023-07-26,RA_24,Saúde (PIC),3
2023-07-26,RA_24,Iluminação Pública,4
2023-07-26,RA_24,Transportes,13
2023-07-26,RA_25,Conservação e Limpeza,7
2023-07-26,RA_25,Saúde (PIC),5
2023-07-26,RA_25,Iluminação Pública,5
2023-07-26,RA_25,Transportes,3
2023-07-26,RA_26,Conservação e Limpeza,9
2023-07-26,RA_26,Saúde (PIC),9
2023-07-26,RA_26,Iluminação Pública,2
2023-07-26,RA_26,Transportes,3
2023-07-26,RA_27,Conservação e Limpeza,5
2023-07-26,RA_27,Saúde (PIC),2
2023-07-26,RA_27,Iluminação Pública,2
2023-07-26,RA_27,Transportes,5
2023-07-26,RA_28,Conservação e Limpeza,6
2023-07-26,RA_28,Saúde (PIC),5
2023-07-26,RA_28,Iluminação Pública,6
2023-07-26,RA_28,Transportes,1
2023-07-26,RA_29,Conservação e Limpeza,4
2023-07-26,RA_29,Saúde (PIC),7
2023-07-26,RA_29,Iluminação Pública,3
2023-07-26,RA_29,Transportes,3
2023-07-26,RA_30,Conservação e Limpeza,5
2023-07-26,RA_30,Saúde (PIC),8
2023-07-26,RA_30,Iluminação Pública,8
2023-07-26,RA_30,Transportes,5
2023-07-26,RA_31,Conservação e Limpeza,2
2023-07-26,RA_31,Saúde (PIC),10
2023-07-26,RA_31,Iluminação Pública,6
2023-07-26,RA_31,Transportes,6
2023-07-26,RA_32,Conservação e Limpeza,7
2023-07-26,RA_32,Saúde (PIC),5
2023-07-26,RA_32,Iluminação Pública,7
2023-07-26,RA_32,Transportes,5
2023-07-26,RA_33,Conservação e Limpeza,7
2023-07-26,RA_33,Saúde (PIC),9
2023-07-26,RA_33,Iluminação Pública,4
2023-07-26,RA_33,Transportes,5
2023-07-27,RA_1,Conservação e Limpeza,6
2023-07-27,RA_1,Saúde (PIC),9
2023-07-27,RA_1,Iluminação Pública,3
2023-07-27,RA_1,Transportes,3
2023-07-27,RA_2,Conservação e Limpeza,2
2023-07-27,RA_2,Saúde (PIC),2
2023-07-27,RA_2,Iluminação Pública,3
2023-07-27,RA_2,Transportes,0
2023-07-27,RA_3,Conservação e Limpeza,3
2023-07-27,RA_3,Saúde (PIC),1
2023-07-27,RA_3,Iluminação Pública,4
2023-07-27,RA_3,Transportes,4
2023-07-27,RA_4,Conservação e Limpeza,1
2023-07-27,RA_4,Saúde (PIC),6
2023-07-27,RA_4,Iluminação Pública,6
2023-07-27,RA_4,Transportes,0
2023-07-27,RA_5,Conservação e Limpeza,5
2023-07-27,RA_5,Saúde (PIC),1
2023-07-27,RA_5,Iluminação Pública,7
2023-07-27,RA_5,Transportes,5
2023-07-27,RA_6,Conservação e Limpeza,7
2023-07-27,RA_6,Saúde (PIC),5
2023-07-27,RA_6,Iluminação Pública,5
2023-07-27,RA_6,Transportes,5
2023-07-27,RA_7,Conservação e Limpeza,8
2023-07-27,RA_7,Saúde (PIC),5
2023-07-27,RA_7,Iluminação Pública,4
2023-07-27,RA_7,Transportes,2
2023-07-27,RA_8,Conservação e Limpeza,5
2023-07-27,RA_8,Saúde (PIC),4
2023-07-27,RA_8,Iluminação Pública,2
2023-07-27,RA_8,Transportes,3
2023-07-27,RA_9,Conservação e Limpeza,7
2023-07-27,RA_9,Saúde (PIC),6
2023-07-27,RA_9,Iluminação Pública,3
2023-07-27,RA_9,Transportes,2
2023-07-27,RA_10,Conservação e Limpeza,2
2023-07-27,RA_10,Saúde (PIC),2
2023-07-27,RA_10,Iluminação Pública,5
2023-07-27,RA_10,Transportes,5
2023-07-27,RA_11,Conservação e Limpeza,2
2023-07-27,RA_11,Saúde (PIC),4
2023-07-27,RA_11,Iluminação Pública,1
2023-07-27,RA_11,Transportes,6
2023-07-27,RA_12,Conservação e Limpeza,6
2023-07-27,RA_12,Saúde (PIC),2
2023-07-27,RA_12,Iluminação Pública,3
2023-07-27,RA_12,Transportes,4
2023-07-27,RA_13,Conservação e Limpeza,5
2023-07-27,RA_13,Saúde (PIC),6
2023-07-27,RA_13,Iluminação Pública,6
2023-07-27,RA_13,Transportes,5
2023-07-27,RA_14,Conservação e Limpeza,6
2023-07-27,RA_14,Saúde (PIC),4
2023-07-27,RA_14,Iluminação Pública,2
2023-07-27,RA_14,Transportes,1
2023-07-27,RA_15,Conservação e Limpeza,5
2023-07-27,RA_15,Saúde (PIC),1
2023-07-27,RA_15,Iluminação Pública,4
2023-07-27,RA_15,Transportes,5
2023-07-27,RA_16,Conservação e Limpeza,2
2023-07-27,RA_16,Saúde (PIC),10
2023-07-27,RA_16,Iluminação Pública,7
2023-07-27,RA_16,Transportes,8
2023-07-27,RA_17,Conservação e Limpeza,5
2023-07-27,RA_17,Saúde (PIC),6
2023-07-27,RA_17,Iluminação Pública,8
2023-07-27,RA_17,Transportes,2
2023-07-27,RA_18,Conservação e Limpeza,5
2023-07-27,RA_18,Saúde (PIC),1
2023-07-27,RA_18,Iluminação Pública,4
2023-07-27,RA_18,Transportes,5
2023-07-27,RA_19,Conservação e Limpeza,11
2023-07-27,RA_19,Saúde (PIC),3
2023-07-27,RA_19,Iluminação Pública,8
2023-07-27,RA_19,Transportes,4
2023-07-27,RA_20,Conservação e Limpeza,3
2023-07-27,RA_20,Saúde (PIC),6
2023-07-27,RA_20,Iluminação Pública,9
2023-07-27,RA_20,Transportes,5
2023-07-27,RA_21,Conservação e Limpeza,14
2023-07-27,RA_21,Saúde (PIC),4
2023-07-27,RA_21,Iluminação Pública,1
2023-07-27,RA_21,Transportes,4
2023-07-27,RA_22,Conservação e Limpeza,4
2023-07-27,RA_22,Saúde (PIC),7
2023-07-27,RA_22,Iluminação Pública,8
2023-07-27,RA_22,Transportes,3
2023-07-27,RA_23,Conservação e Limpeza,6
2023-07-27,RA_23,Saúde (PIC),5
2023-07-27,RA_23,Iluminação Pública,1
2023-07-27,RA_23,Transportes,11
2023-07-27,RA_24,Conservação e Limpeza,7
2023-07-27,RA_24,Saúde (PIC),7
2023-07-27,RA_24,Iluminação Pública,13
2023-07-27,RA_24,Transportes,6
2023-07-27,RA_25,Conservação e Limpeza,7
2023-07-27,RA_25,Saúde (PIC),6
2023-07-27,RA_25,Iluminação Pública,2
2023-07-27,RA_25,Transportes,7
2023-07-27,RA_26,Conservação e Limpeza,1
2023-07-27,RA_26,Saúde (PIC),5
2023-07-27,RA_26,Iluminação Pública,9
2023-07-27,RA_26,Transportes,4
2023-07-27,RA_27,Conservação e Limpeza,4
2023-07-27,RA_27,Saúde (PIC),10
2023-07-27,RA_27,Iluminação Pública,6
2023-07-27,RA_27,Transportes,8
2023-07-27,RA_28,Conservação e Limpeza,3
2023-07-27,RA_28,Saúde (PIC),6
2023-07-27,RA_28,Iluminação Pública,5
2023-07-27,RA_28,Transportes,3
2023-07-27,RA_29,Conservação e Limpeza,7
2023-07-27,RA_29,Saúde (PIC),10
2023-07-27,RA_29,Iluminação Pública,6
2023-07-27,RA_29,Transportes,3
2023-07-27,RA_30,Conservação e Limpeza,6
2023-07-27,RA_30,Saúde (PIC),5
2023-07-27,RA_30,Iluminação Pública,10
2023-07-27,RA_30,Transportes,5
2023-07-27,RA_31,Conservação e Limpeza,4
2023-07-27,RA_31,Saúde (PIC),4
